"Genes_core","PGFam_core"
"PGF_03647550","UPF0234 protein Yitk"
"PGF_00014284","Inner membrane transport protein YajR"
"PGF_07157721","Heme O synthase, protoheme IX farnesyltransferase, COX10-CtaB"
"PGF_04012930","Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)"
"PGF_00420155","Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)"
"PGF_08301315","Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)"
"PGF_05122891","Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)"
"PGF_06747785","AmpG permease"
"PGF_00649271","Cell division protein BolA"
"PGF_02452671","Cell division trigger factor (EC 5.2.1.8)"
"PGF_00285620","ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)"
"PGF_00016338","ATP-dependent Clp protease ATP-binding subunit ClpX"
"PGF_04438983","ATP-dependent protease La (EC 3.4.21.53) Type I"
"PGF_04636538","DNA-binding protein HU-beta"
"PGF_08442788","Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8)"
"PGF_10513482","hypothetical protein"
"PGF_00424228","4-hydroxybenzoyl-CoA thioesterase family active site"
"PGF_00625415","7-cyano-7-deazaguanine synthase (EC 6.3.4.20)"
"PGF_00065847","Uncharacterized substrate-biding protein YbaE"
"PGF_00010634","HMP-PP hydrolase (pyridoxal phosphatase) Cof, detected in genetic screen for thiamin metabolic genes"
"PGF_00039367","DNA-binding transcriptional activator DecR, AsnC family"
"PGF_02868070","Efflux ABC transporter, permease/ATP-binding protein MdlA"
"PGF_01603398","Efflux ABC transporter, permease/ATP-binding protein MdlB"
"PGF_01681855","Nitrogen regulatory protein P-II, GlnK"
NA,"Ammonium transporter"
"PGF_00922738","Acyl-CoA thioesterase II (EC 3.1.2.-)"
"PGF_02887090","Uncharacterized lipoprotein YbaY"
"PGF_07090748","DNA base-flipping protein"
"PGF_00038252","Protein of unknown function DUF1428"
"PGF_00040462","c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeB"
"PGF_00014190","Inner membrane protein YlaC"
"PGF_05562436","Maltose O-acetyltransferase (EC 2.3.1.79)"
"PGF_00010851","Haemolysin expression modulating protein"
"PGF_00011644","Hha toxicity modulator TomB"
"PGF_00029683","Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)"
"PGF_00945778","Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA"
"PGF_05410572","Transcriptional regulator of acrAB operon, AcrR"
"PGF_02906415","Mechanosensitive channel MscK"
"PGF_09324423","Uncharacterized protein YbaM"
"PGF_00036675","Primosomal replication protein N prime prime"
"PGF_03821527","Inner membrane protein YbaN"
"PGF_00034972","Adenine phosphoribosyltransferase (EC 2.4.2.7)"
"PGF_10365126","DNA polymerase III subunits gamma and tau (EC 2.7.7.7)"
"PGF_02141223","Nucleoid-associated protein YaaK"
"PGF_02463284","Recombination protein RecR"
"PGF_05421852","Chaperone protein HtpG"
"PGF_04244475","Adenylate kinase (EC 2.7.4.3)"
"PGF_02029456","Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)"
"PGF_00025484","Acetyl esterase (EC 3.1.1.-)"
"PGF_00014315","Inosine-guanosine kinase (EC 2.7.1.73)"
"PGF_08257730","Inner membrane protein YbaL, KefB/KefC family"
"PGF_00006331","Fosmidomycin resistance protein"
"PGF_00064141","UDP-sugar hydrolase (EC 3.6.1.45); 5'-nucleotidase (EC 3.1.3.5)"
"PGF_00707140","Cys-tRNA(Pro) deacylase YbaK"
"PGF_00065406","Uncharacterized protein YbaP"
"PGF_04718052","Antitoxin HigA"
"PGF_00008192","Glutaminase (EC 3.5.1.2)"
"PGF_00014285","Inner membrane transport protein YbaT"
"PGF_00580422","Putative activity regulator of membrane protease YbbK"
"PGF_00634936","Protein QmcA (possibly involved in integral membrane quality control)"
"PGF_08136090","Probable iron export ATP-binding protein FetA"
"PGF_05689837","Probable iron export permease protein FetB"
"PGF_03863088","FIG000875: Thioredoxin domain-containing protein EC-YbbN"
"PGF_03373042","Putative NAD(P)-dependent oxidoreductase EC-YbbO"
"PGF_00023279","Multifunctional acyl-CoA thioesterase I, protease I, lysophospholipase L1"
"PGF_00064819","Uncharacterized metabolite ABC transporter in Enterobacteriaceae, ATP-binding protein EC-YbbA"
"PGF_00064820","Uncharacterized metabolite ABC transporter in Enterobacteriaceae, permease protein EC-YbbP"
NA,"Protein RhsD"
"PGF_00065409","Uncharacterized protein YbbC"
"PGF_00045659","Putative uncharacterized protein YlbH"
"PGF_00045645","Putative uncharacterized protein YbbD"
"PGF_00050368","Selenophosphate-dependent tRNA 2-selenouridine synthase"
"PGF_00017794","Transcriptional regulator AllS, LysR family"
"PGF_03021302","Ureidoglycolate lyase (EC 4.3.2.3)"
"PGF_01650820","hypothetical protein"
"PGF_00010161","Glyoxylate carboligase (EC 4.1.1.47)"
"PGF_10319574","Hydroxypyruvate isomerase (EC 5.3.1.22)"
"PGF_10097632","2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)"
"PGF_00043839","Allantoin permease"
"PGF_00043931","Allantoinase (EC 3.5.2.5)"
NA,"Putative purine permease YbbY"
"PGF_06728837","Glycerate kinase (EC 2.7.1.31)"
"PGF_00066222","Ureidoglycine aminohydrolase"
"PGF_00043753","Allantoate amidohydrolase (EC 3.5.3.9)"
"PGF_08147211","Ureidoglycolate dehydrogenase (EC 1.1.1.154)"
"PGF_00019956","Membrane protein FdrA"
"PGF_00316993","Uncharacterized protein YlbE"
"PGF_03062147","Uncharacterized protein YlbF"
"PGF_02806641","Carbamate kinase (EC 2.7.2.2)"
"PGF_00024274","N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)"
"PGF_05172785","N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)"
"PGF_00063937","UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)"
"PGF_02326387","Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8)"
"PGF_02797400","Cysteinyl-tRNA synthetase (EC 6.1.1.16)"
"PGF_00014121","Inner membrane protein YbcI"
"PGF_06916058","Uncharacterized S4 RNA-binding-domain protein YbcJ"
"PGF_00020984","Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)"
"PGF_00064691","Uncharacterized fimbrial-like protein SfmA"
"PGF_00037070","Probable fimbrial chaperone SfmC"
"PGF_00028441","Outer membrane usher protein SfmD"
"PGF_00064696","Uncharacterized fimbrial-like protein SfmH"
"PGF_00064692","Uncharacterized fimbrial-like protein SfmF"
"PGF_00058780","Transcriptional regulator of fimbriae expression FimZ (LuxR/UhpA family)"
"PGF_00034975","Porin thermoregulatory protein envY"
"PGF_00000187","Uncharacterized protein YbcH"
"PGF_00072062","Bacteriophage N4 adsorption protein A"
"PGF_01075744","Bacteriophage N4 adsorption protein B"
"PGF_01632910","hypothetical protein"
"PGF_01650415","hypothetical protein"
"PGF_01642529","hypothetical protein"
"PGF_09229195","VgrG protein"
"PGF_00033073","Phenylalanine-specific permease"
"PGF_01781129","Miniconductance mechanosensitive channel YbdG"
"PGF_00028947","Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)"
"PGF_00065417","Uncharacterized protein YbdF"
"PGF_00064747","Uncharacterized inner membrane protein YbdJ"
"PGF_00040888","Glutamate--cysteine ligase-like protein YbdK"
"PGF_00422373","4'-phosphopantetheinyl transferase (EC 2.7.8.-) [enterobactin] siderophore"
"PGF_00057226","TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D"
"PGF_00424600","Enterobactin esterase"
"PGF_00426309","MbtH-like NRPS chaperone => YbdZ"
"PGF_05075091","Enterobactin synthetase component F, serine activating enzyme (EC 2.7.7.-)"
"PGF_00004446","Ferric enterobactin uptake protein FepE"
"PGF_00004439","Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)"
"PGF_00004444","Ferric enterobactin transport system permease protein FepG (TC 3.A.1.14.2)"
"PGF_00004441","Ferric enterobactin transport system permease protein FepD (TC 3.A.1.14.2)"
"PGF_00424602","Enterobactin exporter EntS"
"PGF_00004447","Ferric enterobactin-binding periplasmic protein FepB (TC 3.A.1.14.2)"
"PGF_00015696","Isochorismate synthase (EC 5.4.4.2) @ Isochorismate synthase (EC 5.4.4.2) [enterobactin] siderophore @ Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis"
"PGF_00025850","2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis"
"PGF_00015658","Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB @ Isochorismatase (EC 3.3.2.1) of siderophore biosynthesis"
"PGF_00023831","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis"
"PGF_00037591","Proofreading thioesterase in enterobactin biosynthesis EntH"
"PGF_02941611","Hydroxycarboxylate dehydrogenase (NADP+) HcxA"
"PGF_08127242","Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase"
"PGF_00418171","Co-activator of prophage gene expression IbrB"
"PGF_00418170","Co-activator of prophage gene expression IbrA"
"PGF_00017921","LysR-family transcriptional regulator YbdO"
"PGF_00056681","Thiol:disulfide interchange protein DsbG precursor"
"PGF_00041794","Alkyl hydroperoxide reductase protein C (EC 1.11.1.15)"
"PGF_09969389","Alkyl hydroperoxide reductase protein F"
"PGF_00065945","Universal stress protein G"
"PGF_00065882","Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR"
"PGF_00368027","hypothetical protein"
"PGF_04225951","Regulator of nucleoside diphosphate kinase"
"PGF_00048559","Ribonuclease I precursor (EC 3.1.27.6)"
"PGF_03037687","Citrate Succinate antiporter (TC 2.A.47.3.2)"
"PGF_01189572","Triphosphoribosyl-dephospho-CoA synthase (EC 2.4.2.52)"
"PGF_07518589","Citrate lyase holo-[acyl-carrier-protein] synthase (EC 2.7.7.61)"
"PGF_00418097","Citrate lyase alpha chain (EC 4.1.3.6)"
"PGF_01442763","Citrate lyase beta chain (EC 4.1.3.6)"
"PGF_00418101","Citrate lyase gamma chain, acyl carrier protein"
"PGF_00067742","[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)"
"PGF_03861808","Tricarboxylate transport sensor protein TctE => Citrate response regulator CitA"
"PGF_00060204","Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB"
"PGF_00414487","C4-dicarboxylate transporter DcuC (TC 2.A.61.1.1)"
NA,"Lipid A palmitoyltransferase PagP (EC 2.3.1.251)"
"PGF_03074671","Cold shock protein of CSP family => CspE (naming convention as in E.coli)"
"PGF_06545170","Fluoride ion transporter CrcB"
"PGF_00040135","Putative amidase"
"PGF_00062146","Twin-arginine translocation protein TatE"
"PGF_00017479","Lipoyl synthase (EC 2.8.1.8)"
"PGF_00017922","LysR-family transcriptional regulator YbeF"
"PGF_04007946","Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)"
"PGF_03767152","Proposed lipoate regulatory protein YbeD"
"PGF_06594113","D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)"
"PGF_09566238","Septum-associated rare lipoprotein A"
"PGF_01126005","Rod shape-determining protein RodA"
"PGF_10376398","Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)"
"PGF_07480521","23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)"
"PGF_00435430","Ribosomal silencing factor RsfA"
"PGF_00368502","Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)"
"PGF_08432396","Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)"
"PGF_09201380","DNA polymerase III delta subunit (EC 2.7.7.7)"
"PGF_00016305","LPS-assembly lipoprotein LptE"
"PGF_06812369","Leucyl-tRNA synthetase (EC 6.1.1.4)"
"PGF_03310128","Uncharacterized protein YbeL"
"PGF_00065419","Uncharacterized protein YbeQ"
"PGF_00065422","Uncharacterized protein YbeR"
"PGF_00064580","Uncharacterized J domain-containing protein YbeS, predicted chaperone"
"PGF_00065423","Uncharacterized protein YbeT"
"PGF_00065424","Uncharacterized protein YbeU"
"PGF_00064581","Uncharacterized J domain-containing protein YbeV"
"PGF_07754590","Chaperone protein HscC"
"PGF_00045928","Pyrimidine-specific ribonucleoside hydrolase RihA"
"PGF_00008068","Glutamate/aspartate ABC transporter, ATP-binding protein GltL (TC 3.A.1.3.4)"
"PGF_00906049","Glutamate/aspartate ABC transporter, permease protein GltK (TC 3.A.1.3.4)"
"PGF_09794316","Glutamate/aspartate ABC transporter, permease protein GltJ (TC 3.A.1.3.4)"
"PGF_03070403","Glutamate/aspartate ABC transporter, substrate-binding protein GltI (TC 3.A.1.3.4)"
"PGF_02325838","Apolipoprotein N-acyltransferase / Copper homeostasis protein CutE"
"PGF_10525969","Magnesium and cobalt efflux protein CorC"
"PGF_00020361","Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"
"PGF_00033237","Phosphate starvation-inducible protein PhoH, predicted ATPase"
"PGF_08562657","tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)"
"PGF_02936973","2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
"PGF_05423582","Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)"
"PGF_00033177","Phosphatase NagD predicted to act in N-acetylglucosamine utilization subsystem"
"PGF_00023796","N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family"
"PGF_04282519","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)"
"PGF_00007920","Glucosamine-6-phosphate deaminase (EC 3.5.99.6)"
"PGF_02449016","PTS system, N-acetylglucosamine-specific IIC component / PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.193) / PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.193)"
"PGF_00008326","Glutaminyl-tRNA synthetase (EC 6.1.1.18)"
"PGF_00023800","Outer membrane porin for chitooligosaccharides ChiP"
"PGF_00013089","Uncharacterized lipoprotein ChiQ"
"PGF_10470343","Ferric uptake regulation protein FUR"
"PGF_00071382","Flavodoxin 1"
"PGF_00065765","Uncharacterized protein YbfE"
"PGF_06250778","Esterase ybfF (EC 3.1.-.-)"
"PGF_00051143","SeqA protein, negative modulator of initiation of replication"
"PGF_00033479","Phosphoglucomutase (EC 5.4.2.2)"
"PGF_00013090","Hypothetical lipoprotein ybfP precursor"
"PGF_01159779","Uncharacterized protein YbfG"
"PGF_00045748","Putrescine/proton symporter, putrescine/ornithine antiporter PotE"
"PGF_00027524","Ornithine decarboxylase (EC 4.1.1.17)"
"PGF_10373618","hypothetical protein"
"PGF_10469496","DNA-binding response regulator KdpE"
"PGF_02938414","Osmosensitive K+ channel histidine kinase KdpD"
"PGF_00035407","Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)"
"PGF_00035406","Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)"
"PGF_00035405","Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)"
"PGF_00065425","Uncharacterized protein YbfA"
"PGF_00037949","Protein RhsC"
"PGF_00065426","Uncharacterized protein YbfC"
"PGF_00003643","FIG143828: Hypothetical protein YbgA"
"PGF_01147190","Deoxyribodipyrimidine photolyase (EC 4.1.99.3)"
"PGF_00423587","Dipeptide/H+ symporter DtpD"
"PGF_09020471","GTP cyclohydrolase 1 type 2 homolog YbgI"
"PGF_10380727","Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)"
"PGF_01072023","Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)"
"PGF_04710902","Lactam utilization protein LamB"
"PGF_12788369","Endonuclease VIII"
"PGF_00064718","Uncharacterized fimbrial-system-associated protein YbgO"
"PGF_00064686","Uncharacterized fimbrial chaperone YbgP"
"PGF_00064847","Uncharacterized outer membrane usher protein YbgQ"
"PGF_00064707","Uncharacterized fimbrial-like protein YbgD"
"PGF_03036276","Citrate synthase (si) (EC 2.3.3.1)"
"PGF_06061522","Succinate dehydrogenase cytochrome b-556 subunit"
"PGF_00054476","Succinate dehydrogenase hydrophobic membrane anchor protein"
"PGF_08998238","Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)"
"PGF_00054480","Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)"
"PGF_00406692","2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)"
"PGF_01124177","Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)"
"PGF_00054528","Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)"
"PGF_00853393","Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)"
"PGF_00058813","Transcriptional regulator of succinyl CoA synthetase operon"
"PGF_07867148","Mannosylglycerate hydrolase (EC 3.2.1.170)"
"PGF_01605461","Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)"
"PGF_10109529","Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)"
"PGF_04515164","Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)"
"PGF_04208744","Cyd operon protein YbgE"
"PGF_00057032","Tol-Pal system-associated acyl-CoA thioesterase"
"PGF_00648054","Tol-Pal system protein TolQ"
"PGF_00057016","Tol biopolymer transport system, TolR protein"
"PGF_05346766","TolA protein"
"PGF_10535181","Tol-Pal system beta propeller repeat protein TolB"
"PGF_00057028","Tol-Pal system peptidoglycan-associated lipoprotein PAL"
"PGF_01066545","Cell division coordinator CpoB"
"PGF_02278006","Quinolinate synthetase (EC 2.5.1.72)"
"PGF_00048955","Ribosyl nicotinamide transporter, PnuC-like"
"PGF_00067530","Zinc transporter ZitB"
"PGF_00410709","putative secreted protein"
"PGF_00070354","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)"
"PGF_02703381","Phosphoglycerate mutase (EC 5.4.2.11)"
"PGF_07410757","Aldose 1-epimerase (EC 5.1.3.3)"
"PGF_00007085","Galactokinase (EC 2.7.1.6)"
"PGF_01010490","Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)"
"PGF_01033123","UDP-glucose 4-epimerase (EC 5.1.3.2)"
"PGF_00042301","Putative molybdenum transport ATP-binding protein modF"
"PGF_07478126","DNA-binding domain of ModE / Molybdate-binding domain of ModE"
"PGF_01522203","AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump"
"PGF_05572422","Molybdenum ABC transporter, substrate-binding protein ModA"
"PGF_09402727","Molybdenum ABC transporter permease protein ModB"
"PGF_06842926","Molybdenum ABC transporter ATP-binding protein ModC"
"PGF_00033178","Phosphatase YbhA (EC 3.1.3.-)"
"PGF_05564656","6-phosphogluconolactonase (EC 3.1.1.31)"
"PGF_00013275","Hypothetical protein YbhH, similar to PrpF protein involved in 2-methylcitrate cycle"
"PGF_00014123","Inner membrane protein YbhI"
"PGF_00317712","Aconitase family protein YbhJ"
"PGF_00030154","Pectinesterase (EC 3.1.1.11)"
"PGF_00408793","putative membrane protein"
"PGF_06243677","Phage protein orf61"
"PGF_01626152","Phage protein orf63"
"PGF_10437949","Phage protein orf60a"
"PGF_03376369","Phage exonuclease (EC 3.1.11.3)"
"PGF_00402865","Phage recombination protein Bet"
"PGF_01950686","Phage host-nuclease inhibitor protein Gam"
"PGF_09715766","Phage component ea10"
"PGF_02723056","Phage protein"
"PGF_10522173","Phage restriction alleviation ral"
"PGF_05301983","Phage superinfection exclusion protein B"
"PGF_01624602","Phage antitermination protein N"
"PGF_00091980","Phage repressor protein cI"
"PGF_06330746","Phage repressor protein"
"PGF_05008693","Phage activator protein cII"
"PGF_10485027","Phage DNA replication protein P"
"PGF_00047512","Phage exclusion protein ren"
"PGF_00025680","Phage recombination protein NinB"
"PGF_05916280","Phage DNA N-6-adenine methyltransferase"
"PGF_00012266","Holliday junction resolvase / Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.-)"
"PGF_00032332","Uncharacterized protein YlcG"
"PGF_05910234","Outer membrane porin OmpD"
"PGF_07687609","Phage lysozyme R (EC 3.2.1.17)"
"PGF_00061938","Trk potassium uptake system protein TrkG"
